,0
3408,"A: Oh
C: uh run forgot
A: Forgot already
A: Church friends [ah]
C: Uhm you hey better let him know
C: Just in case he thought it's only the three of us hey come here and get a shock
A: So how many more are we expecting"
3409,"C: Um Brenda and her hubby I think
C: You you know her right
A: Yes
C: Uh then we have uhm a common friend some common friends of ours [lah]
A: Uhm
C: And nuh some I think you have met in University before Lily
A: What"
3410,"C: The group you know the CUT group
A: Lily Wei Tze
C: Last time we usually meet in the library
A: Oh you're still in contact with them [ah]
C: Ya ya ya uhm
A: <unclear> word </unclear> Lily Wei Tze and
C: Lily Wei Tze Mee Lan"
3411,"A: Oh who
C: You know the same group that studies together
A: <unclear> word </unclear> Uhm uhm
A: But all girls [lah] I mean those CUT group one
C: CUT group and uh not uhm well Brenda will be bringing her hubby
A: Uhm uhm
C: Then uhm Lily might just bring along her ah fiance"
3412,"A: But all girls lah I mean those CUT group one
C: CUT group and uh not uhm well Brenda will be bringing her hubby
A: Uhm uhm
C: Then uhm Lily might just bring along her [ah] fiance
A: Uhm
C: and nuh another friend of mine maybe lah she has not confirmed
A: Uhm uhm"
3413,"A: Uhm uhm
C: Then uhm Lily might just bring along her ah fiance
A: Uhm
C: and nuh another friend of mine maybe [lah] she has not confirmed
A: Uhm uhm
C: Ah
A: Okay"
3414,"A: Uhm
C: and nuh another friend of mine maybe lah she has not confirmed
A: Uhm uhm
C: Ah
A: Okay
C: So but the girls will dominate as usual
A: I see I see"
3415,"A: Whoa will be quite a rowdy group
C: Ya that's why I bought the game to break the ice
C: Will be quite fun
A: For me okay [lah] because I mean I I do know them
C: Ya ya then we can have UNO too
A: Uhm ya lah
C: Uhm"
3416,"C: Will be quite fun
A: For me okay lah because I mean I I do know them
C: Ya ya then we can have UNO too
A: Uhm ya [lah]
C: Uhm
A: I mean New Year the festive mood is there so should be no problem to breaking the ice
C: Ya"
3417,"C: Oh never mind
A: Then we can supply
C: We supply we supply the red packet
A: Ya [lah]
C: They just need to put in the fillings
C: Okay lah I think I better not
A: Lunch time is it"
3418,"C: We supply we supply the red packet
A: Ya lah
C: They just need to put in the fillings
C: Okay [lah] I think I better not
A: Lunch time is it
C: bother you
C: Uh uh uh you have to go on with your cleaning"
3419,"A: Lunch time is it
C: bother you
C: Uh uh uh you have to go on with your cleaning
A: Uh ya think take my lunch first [lor]
A: My mum chasing me to take lunch
C: Oh she's chasing you already ah
C: Uhm uhm uhm okay lah uhm"
3420,"C: Uh uh uh you have to go on with your cleaning
A: Uh ya think take my lunch first lor
A: My mum chasing me to take lunch
C: Oh she's chasing you already [ah]
C: Uhm uhm uhm okay lah uhm
A: Uhm okay lah so uh I confirm with you lah
A: I should think ya lah he can make it lah"
3421,"A: Uh ya think take my lunch first lor
A: My mum chasing me to take lunch
C: Oh she's chasing you already ah
C: Uhm uhm uhm okay [lah] uhm
A: Uhm okay lah so uh I confirm with you lah
A: I should think ya lah he can make it lah
C: Should be no problem ah"
3422,"A: My mum chasing me to take lunch
C: Oh she's chasing you already ah
C: Uhm uhm uhm okay lah uhm
A: Uhm okay [lah] so uh I confirm with you [lah]
A: I should think ya lah he can make it lah
C: Should be no problem ah
A: Ah"
3423,"C: Oh she's chasing you already ah
C: Uhm uhm uhm okay lah uhm
A: Uhm okay lah so uh I confirm with you lah
A: I should think ya [lah] he can make it [lah]
C: Should be no problem ah
A: Ah
C: Uhm uhm"
3424,"C: Uhm uhm uhm okay lah uhm
A: Uhm okay lah so uh I confirm with you lah
A: I should think ya lah he can make it lah
C: Should be no problem [ah]
A: Ah
C: Uhm uhm
A: Okay lah"
3425,"A: Uhm okay lah so uh I confirm with you lah
A: I should think ya lah he can make it lah
C: Should be no problem ah
A: Ah
C: Uhm uhm
A: Okay lah
C: Uh I'll call you again"
3426,"C: Should be no problem ah
A: Ah
C: Uhm uhm
A: Okay [lah]
C: Uh I'll call you again
A: Ah
C: maybe tonight"
3427,"C: Uhm uhm
A: Okay lah
C: Uh I'll call you again
A: Ah
C: maybe tonight
A: Okay
C: You'll be in right"
3428,"C: maybe tonight
A: Okay
C: You'll be in right
A: Uhm I think whole day [lah] except maybe you know if I bring my niece out <X>
C: Ah
A: But that will be for a short while kind lah
C: Okay Have you done your New Year shopping"
3429,"A: Okay
C: You'll be in right
A: Uhm I think whole day lah except maybe you know if I bring my niece out <X>
C: Ah
A: But that will be for a short while kind lah
C: Okay Have you done your New Year shopping
A: New Year shopping ah"
3430,"C: You'll be in right
A: Uhm I think whole day lah except maybe you know if I bring my niece out <X>
C: Ah
A: But that will be for a short while kind [lah]
C: Okay Have you done your New Year shopping
A: New Year shopping ah
C: Or do you intend to"
3431,"C: Ah
A: But that will be for a short while kind lah
C: Okay Have you done your New Year shopping
A: New Year shopping [ah]
C: Or do you intend to
A: Don't really intend to shop leh
C: Don't hah Okay lah if you intend to I thought maybe we could meet together and"
3432,"A: New Year shopping ah
C: Or do you intend to
A: Don't really intend to shop leh
C: Don't hah Okay [lah] if you intend to I thought maybe we could meet together and
A: Maybe it's just like buy um you know buy gifts for people lor when you go visitation and all that you know
C: Gifts
A: Bring something"
3433,"C: Or do you intend to
A: Don't really intend to shop leh
C: Don't hah Okay lah if you intend to I thought maybe we could meet together and
A: Maybe it's just like buy um you know buy gifts for people [lor] when you go visitation and all that you know
C: Gifts
A: Bring something
C: Oh you don't just bring orange ah"
3434,"A: Maybe it's just like buy um you know buy gifts for people lor when you go visitation and all that you know
C: Gifts
A: Bring something
C: Oh you don't just bring orange [ah]
A: Uhm for closer ones
A: Let's say like his mum I got to bring something lah
C: Oh ya ya ya true lah"
3435,"A: Bring something
C: Oh you don't just bring orange ah
A: Uhm for closer ones
A: Let's say like his mum I got to bring something [lah]
C: Oh ya ya ya true lah
A: We should buy some things
C: Uhm"
3436,"C: Oh you don't just bring orange ah
A: Uhm for closer ones
A: Let's say like his mum I got to bring something lah
C: Oh ya ya ya true [lah]
A: We should buy some things
C: Uhm
A: But that one I was thinking of doing like end of next week ah"
3437,"C: Oh ya ya ya true lah
A: We should buy some things
C: Uhm
A: But that one I was thinking of doing like end of next week [ah]
C: Uhm uhm uhm okay end of next week
A: Uhm
C: Uhm"
3438,"C: Uhm uhm uhm okay end of next week
A: Uhm
C: Uhm
A: Okay [lah] so we talk again tonight [lah]
C: Okay right
A: Okay right hm
C: Hm bye"
3439,"B: What
B: I'm going bankrupt already okay
B: So much to give
A: Hah
A: Hah really ah
B: Ya so much this year
A: Aiyoh poor thing"
3440,"B: I'm going bankrupt already okay
B: So much to give
A: Hah
A: Hah really [ah]
B: Ya so much this year
A: Aiyoh poor thing
B: Got so little in return"
3441,"B: Got so little in return
B: Aiya
A: It's now your turn to start giving already
B: Ya [lor]
A: No I was just joking only mah
A: So how how was your new year
B: Uh fine lah nothing much lah"
3442,"B: Aiya
A: It's now your turn to start giving already
B: Ya lor
A: No I was just joking only mah
A: So how how was your new year
B: Uh fine lah nothing much lah
B: Only the first day we went out and after that we stayed at home"
3443,"B: Ya lor
A: No I was just joking only mah
A: So how how was your new year
B: Uh fine [lah] nothing much [lah]
B: Only the first day we went out and after that we stayed at home
A: Oh
B: I'm quite busy in I in uh in school uh"
3444,"B: Only the first day we went out and after that we stayed at home
A: Oh
B: I'm quite busy in I in uh in school uh
A: Ah hah
B: Ya
A: Oh
B: So I always prepare my school work the night before"
3445,"A: That's hard life
B: Ya
A: Eh I called you the other day also you know
B: Ah ya my brother was in right
A: Oh your brother
A: I was going to ask you who was that strange man
B: Ya"
3446,"A: Oh
B: so I but he's not a very good message taker
B: I mean he doesn't really take down messages well
A: Ah hah
B: Right
A: Ya
A: It was well quite funny cos he said you were sleeping"
3447,"B: Ya he doesn't know what to say on the phone
A: So wait wait wait I gave up <unclear> word </unclear>
A: It was quite funny I thought
B: Ya [lor]
B: I know <unclear> word </unclear>
B: I'll sleep a lot lah in the afternoon
A: You do ah"
3448,"A: It was quite funny I thought
B: Ya lor
B: I know <unclear> word </unclear>
B: I'll sleep a lot [lah] in the afternoon
A: You do ah
B: <unclear> word </unclear> I get up and do work
A: Oh"
3449,"B: Ya lor
B: I know <unclear> word </unclear>
B: I'll sleep a lot lah in the afternoon
A: You do [ah]
B: <unclear> word </unclear> I get up and do work
A: Oh
B: about six six seven plus"
3450,"B: about six six seven plus
A: Oh dear so is this your nap time
B: Huh
B: No [lah] it's okay [ah]
B: I've a essay due tomorrow
A: Oh boy
B: I've to hand in tomorrow"
3451,"A: Uhm uhm
B: as well as um uh do my teaching practice and then it's not like you just teach from the textbook you know got to prepare lesson plan detailed lesson plan work sheets <unclear> word </unclear>
A: Eeks
B: Quite artificial [lah]
A: Ah hah
B: Quite challenging uh
A: That's good Are you all into your practice kind of"
3452,"B: as well as um uh do my teaching practice and then it's not like you just teach from the textbook you know got to prepare lesson plan detailed lesson plan work sheets <unclear> word </unclear>
A: Eeks
B: Quite artificial lah
A: Ah hah
B: Quite challenging uh
A: That's good Are you all into your practice kind of
B: Ya I'm doing the T.P. now teaching practice"
3453,"A: Oh
B: Ya
A: At that school that's near to your place right
B: Ya [lah] one term for one term I don't know whether to stay or not you know
A: To stay at as in what Stay
B: Stay there teach there
A: Oh"
3454,"B: Stay there teach there
A: Oh
B: Cos' they actually need teachers there
A: Ah hah
B: actually for sec one and two
A: How do you like it there
B: It's the usual government school lah"
3455,"A: Ah hah
B: actually for sec one and two
A: How do you like it there
B: It's the usual government school [lah]
B: I mean you know what I mean right
B: It's the usual
A: Ah ya"
3456,"B: It's the usual government school lah
B: I mean you know what I mean right
B: It's the usual
A: Ah ya
B: <unclear> word </unclear>
B: So far I've been quite lucky you know I got all the good teach uh students
A: Oh that's good"
3457,"A: I got hers some before Chinese New Year
B: Uh
A: Uhm
B: You called her [ah]
A: No no I didn't
A: I wrote to her
B: I think we should call her ah so terrible but do we have her new number"
3458,"B: You called her ah
A: No no I didn't
A: I wrote to her
B: I think we should call her [ah] so terrible but do we have her new number
B: No right
A: Ah I have one number but that was from quite long ago
B: That's the old one nuh"
3459,"A: I wrote to her
B: I think we should call her ah so terrible but do we have her new number
B: No right
A: Ah I have one number but that was from quite long ago
B: That's the old one nuh
A: Ya
B: Ya I don't think we have her present number come to think of it"
3460,"B: That's the old one nuh
A: Ya
B: Ya I don't think we have her present number come to think of it
A: Never mind [lah]
A: Just writing is is uh it takes long enough
B: Ya and I don't write very much lah terrible no time
A: Ya"
3461,"B: Ya I don't think we have her present number come to think of it
A: Never mind lah
A: Just writing is is uh it takes long enough
B: Ya and I don't write very much [lah] terrible no time
A: Ya
B: Haven't written to <unclear> word </unclear> leh
A: I've got about ten letters pending"
3462,"A: Last year
A: Ya it took a lot out of me
B: Ya
B: Then quite good [lah]
B: I mean because she always talks about what other people are talking uh doing
A: That's what she tells me to
B: I think she keeps more she keeps in touch with them more than <unclear> word </unclear> with me"
3463,"B: Ya so funny hor
A: So she's feeding us all this info
B: She knows so much about what's happening
B: Ya [lor]
B: I don't know I've never been so busy before in my whole life okay
B: This this course uh is really too much lah
A: When is it going to end"
3464,"B: She knows so much about what's happening
B: Ya lor
B: I don't know I've never been so busy before in my whole life okay
B: This this course uh is really too much [lah]
A: When is it going to end
B: Uh March March we're having exams
A: Ah hah"
3465,"B: This this course uh is really too much lah
A: When is it going to end
B: Uh March March we're having exams
A: Ah hah
B: which is quite soon nuh
B: It means I'll finish teaching practice early next month
A: Uhm uhm"
3466,"B: It means I'll finish teaching practice early next month
A: Uhm uhm
B: Then after that uh one week to study for a test for an exam
A: Ah hah
B: Then after that followed by another exam
A: Ah hah
B: And after that we'll be posted out to schools already"
3467,"B: Then after that uh one week to study for a test for an exam
A: Ah hah
B: Then after that followed by another exam
A: Ah hah
B: And after that we'll be posted out to schools already
A: Boy they don't give you very much time to study uh
B: Ah ya lor"
3468,"A: Ah hah
B: And after that we'll be posted out to schools already
A: Boy they don't give you very much time to study uh
B: Ah ya [lor]
B: It's so weird lah the course because this is the first batch and then we're like the guinea pigs you know
B: So uhm they they I think they couldn't really figure out how to what to do with us lah so <unclear> word </unclear> then then they cram the whole thing lah
B: They treat us like some don't know what like that cram us with a lot of things"
3469,"B: And after that we'll be posted out to schools already
A: Boy they don't give you very much time to study uh
B: Ah ya lor
B: It's so weird [lah] the course because this is the first batch and then we're like the guinea pigs you know
B: So uhm they they I think they couldn't really figure out how to what to do with us lah so <unclear> word </unclear> then then they cram the whole thing lah
B: They treat us like some don't know what like that cram us with a lot of things
A: Uhm uhm"
3470,"A: Boy they don't give you very much time to study uh
B: Ah ya lor
B: It's so weird lah the course because this is the first batch and then we're like the guinea pigs you know
B: So uhm they they I think they couldn't really figure out how to what to do with us [lah] so <unclear> word </unclear> then then they cram the whole thing [lah]
B: They treat us like some don't know what like that cram us with a lot of things
A: Uhm uhm
B: and then try to make the course sound so professional and then after that you are thrown you know like no holiday no no real break lah"
3471,"B: So uhm they they I think they couldn't really figure out how to what to do with us lah so <unclear> word </unclear> then then they cram the whole thing lah
B: They treat us like some don't know what like that cram us with a lot of things
A: Uhm uhm
B: and then try to make the course sound so professional and then after that you are thrown you know like no holiday no no real break [lah]
A: Uhm uhm
B: except for last month I mean December
A: Uhm"
3472,"B: except for last month I mean December
A: Uhm
B: Ya
B: So quite pressurising [lah] the course
A: Oh
B: And you're kept on your toes the whole time lah
A: But how different is yours from the ones that"
3473,"B: Ya
B: So quite pressurising lah the course
A: Oh
B: And you're kept on your toes the whole time [lah]
A: But how different is yours from the ones that
B: The previous years right
A: Ya"
3474,"B: The previous years right
A: Ya
B: The previous years they take one year you know exactly and then they got holidays here and there
A: Ah hah
B: Ya then we we start immediately we don't have a holiday before we we go to school for for real you see
A: Uhm uhm
B: Ya so we start immediately lah"
3475,"A: Ah hah
B: Ya then we we start immediately we don't have a holiday before we we go to school for for real you see
A: Uhm uhm
B: Ya so we start immediately [lah]
A: But isn't there like the March school holidays or something like that
B: Ya lah because the following the NTU course I mean the course structure you know I mean the what do you call it cur uhm
A: Curriculum"
3476,"A: Uhm uhm
B: Ya so we start immediately lah
A: But isn't there like the March school holidays or something like that
B: Ya [lah] because the following the NTU course I mean the course structure you know I mean the what do you call it cur uhm
A: Curriculum
B: Curriculum structure or whatever you call it
A: Ah hah"
3477,"B: Ya lah because the following the NTU course I mean the course structure you know I mean the what do you call it cur uhm
A: Curriculum
B: Curriculum structure or whatever you call it
A: Ah hah
B: That means it's you know like it starts oh ya the calendar it starts in Jan uh Ju July right
A: Uhm uhm
B: Then after that they finish in March uh very March to have exams then they have holiday until the next July right"
3478,"A: Oh
B: So it's like you're working round the whole year you know
A: Welcome to the working world
B: Ya quite teruk [ah]
A: But at least June there's the holidays right
A: The school holidays
B: Ya lah"
3479,"B: Ya quite teruk ah
A: But at least June there's the holidays right
A: The school holidays
B: Ya [lah]
A: Ah then that's not so bad lah
B: Ya lah but ya lah as usual you know things start happening nuh and then you get posted into I mean you get uh volunteered into things you know like all these uh sub-committees lah especially for young teachers
A: Oh yes yes yes"
3480,"A: But at least June there's the holidays right
A: The school holidays
B: Ya lah
A: Ah then that's not so bad [lah]
B: Ya lah but ya lah as usual you know things start happening nuh and then you get posted into I mean you get uh volunteered into things you know like all these uh sub-committees lah especially for young teachers
A: Oh yes yes yes
B: Ya lah then you really"
3481,"A: The school holidays
B: Ya lah
A: Ah then that's not so bad lah
B: Ya [lah] but ya [lah] as usual you know things start happening nuh and then you get posted into I mean you get uh volunteered into things you know like all these uh sub-committees [lah] especially for young teachers
A: Oh yes yes yes
B: Ya lah then you really
A: That's what I heard"
3482,"A: Ah then that's not so bad lah
B: Ya lah but ya lah as usual you know things start happening nuh and then you get posted into I mean you get uh volunteered into things you know like all these uh sub-committees lah especially for young teachers
A: Oh yes yes yes
B: Ya [lah] then you really
A: That's what I heard
B: Actually a lot of the teachers feel very unhappy
A: Oh"
3483,"B: But then can't be helped what
B: Somebody has to do them
A: And it's usually the new people who get assigned all these extra stuff right
B: Ya [lor] ya because they say oh you're not confirmed yet so uhm you know you better prove you know prove your ability and then the principal seems uh principal has more power than I thought
B: Ya so they can do what they want
A: Orh ya principals have quite a lot of power
A: Recently it came out in the papers didn't it"
3484,"A: Orh ya principals have quite a lot of power
A: Recently it came out in the papers didn't it
A: Something about donations and stuff
B: Oh ya [lah] that that one actually I ya that's very common right
B: You have heard stories before but now it's like out in the open
A: Yes that's right
A: But the amounts that they come to it's quite quite large ah"
3485,"B: Oh ya lah that that one actually I ya that's very common right
B: You have heard stories before but now it's like out in the open
A: Yes that's right
A: But the amounts that they come to it's quite quite large [ah]
B: Ya
A: I didn't expect quite so much
A: Some into the tens of thousands"
3486,"A: Maybe that's why they're losing teachers
B: I don't know
A: That's a lot of teacher ads recently
B: Hah
A: On TV yes
B: Oh ya ya because it's now is the right time what Soon they'll be I think they'll be putting out the ads soon
A: Uhm"
3487,"B: Oh ya ya because it's now is the right time what Soon they'll be I think they'll be putting out the ads soon
A: Uhm
B: for NTU I mean for IE
B: Eh do you know this uhm there's this girl who did English [ah]
B: Her name is uh something Gopal lah not sure what Gopal
B: Do you know who she is
A: No doesn't sound familiar"
3488,"A: Uhm
B: for NTU I mean for IE
B: Eh do you know this uhm there's this girl who did English ah
B: Her name is uh something Gopal [lah] not sure what Gopal
B: Do you know who she is
A: No doesn't sound familiar
B: Ya she's now a HOD at this school right"
3489,"B: Do you know who she is
A: No doesn't sound familiar
B: Ya she's now a HOD at this school right
A: Oh HOD [ah]
A: Of which D
B: She's from our year you know but I think she has some uh teaching experience before that lah then she went to N uh NUS to study
A: Oh"
3490,"B: Ya she's now a HOD at this school right
A: Oh HOD ah
A: Of which D
B: She's from our year you know but I think she has some uh teaching experience before that [lah] then she went to N uh NUS to study
A: Oh
B: Ya
A: So she's actually older than us lah"
3491,"B: She's from our year you know but I think she has some uh teaching experience before that lah then she went to N uh NUS to study
A: Oh
B: Ya
A: So she's actually older than us [lah]
B: I think so but I'm not very sure
B: She looks quite young actually
A: Uhm uhm"
3492,"B: Now they don't you know
A: And then
B: In schools
B: So they have these HODs [lah] and they're not just Head of Department you know like Humanities Arts Maths etcetera [ah]
A: Ah hah
B: They also do all the administrative work you know
A: Oh boy"
3493,"A: And then
B: In schools
B: So they have these HODs lah and they're not just Head of Department you know like Humanities Arts Maths etcetera ah
A: Ah hah
B: They also do all the administrative work you know
A: Oh boy
B: Ya all the admin work"
3494,"A: That's like additional work
B: Very funny
B: Huh
A: And they give you a nice title to it [lah]
B: Ya lah
A: And then you do all the other stuff
A: Rosie was offered that post wasn't she"
3495,"B: Very funny
B: Huh
A: And they give you a nice title to it lah
B: Ya [lah]
A: And then you do all the other stuff
A: Rosie was offered that post wasn't she
B: She went for the training"
3496,"A: And then you do all the other stuff
A: Rosie was offered that post wasn't she
B: She went for the training
A: Ah hah
B: Ya then I think she's a bit too junior so if she continues for maybe another year or so I don't know
A: Oh
B: Maybe she could have got it"
3497,"A: Ya that's right So it was like purposely don't do so well
B: Ya
A: so you won't get selected type
B: 'A' but you hear anything else from here because the letter she explain mostly replied [lah] to me
A: Ah hah
B: <unclear> word </unclear>
A: Ya they went on they went on the Europe tour and lost their luggage"
3498,"B: Ya
A: so you won't get selected type
B: 'A' but you hear anything else from here because the letter she explain mostly replied lah to me
A: Ah hah
B: <unclear> word </unclear>
A: Ya they went on they went on the Europe tour and lost their luggage
B: Oh oh"
3499,"B: One luggage right
A: It was stolen on the way to Rome or something like that
B: Ya
A: Aiyah what a pity
B: Eh but she went around quite a bit ah
A: Uhm
B: In Europe"
3500,"A: It was stolen on the way to Rome or something like that
B: Ya
A: Aiyah what a pity
B: Eh but she went around quite a bit [ah]
A: Uhm
B: In Europe
A: Yep <X>"
3501,"A: Uhm
B: In Europe
A: Yep <X>
B: Hah not bad hor
A: That's right so fun Can play with snow went skiing went skating
B: Serious
A: Ya"
3502,"A: That's right so fun Can play with snow went skiing went skating
B: Serious
A: Ya
B: Aiyoh Aiyah should have known nuh he's very active right
A: Ya </X> </I>"
3503,"A: Hi
A: Brenda says she just saw Lionel around
C: Uh huh
A: Nothing [lah] so you know he's back
A: Call up the man
C: Oh I know he's back
C: I'm not going to call"
3504,"A: They do
C: During exams
C: Now they've got to shorten all off
A: Ah I see okay
C: Nobody <unclear> word </unclear> for them during exams
A: Uhm uhm
A: Are we going to any more concerts"
3505,"C: Aye not now
A: Uhm uhm
C: Now I'm saving up for my trip
A: Ah
A: No wait wait wait
A: What trip
C: Oh I didn't tell you uh"
3506,"C: Right
A: So
C: So uhm the visa and the entry permit
A: Ah I see
C: But no problem lah actually
A: Ah
C: Just a couple of pages you need to to fill up and get endorsed"
3507,"A: So
C: So uhm the visa and the entry permit
A: Ah I see
C: But no problem [lah] actually
A: Ah
C: Just a couple of pages you need to to fill up and get endorsed
A: Oh okay Uhm"
3508,"C: So uhm the visa and the entry permit
A: Ah I see
C: But no problem lah actually
A: Ah
C: Just a couple of pages you need to to fill up and get endorsed
A: Oh okay Uhm
C: Uh <unclear> word </unclear> and I didn't realize my passport expired"
3509,"A: Oh does she like ballet
A: Do you like ballet
C: Yes I do um
A: Ah
C: But when is it
A: Uh this is the twenty-eighth of June
C: Oh so I'll be around eh"
3510,"A: Was it bad Wasn't it enjoyable
C: Um it's enjoyable if you listen to it with a different ear
A: Uhm
C: So they were going 'I like Brahms so what am I doing '
A: Oh poor things
C: Ya but I was quite mad actually because it's like you're you're just cloistered you know instead of broadening
A: Uhm uhm"
3511,"A: Oh why
B: How can people not keep the tea tea dates or whatever you want to call them
A: Ya I've been very bu busy you know of late
B: No [lah] I'm teasing you uh
A: No lah but really I've been very busy too because my husband had got some clients down you know
B: Uhm uhm
A: They came and ship load actually <unclear> word </unclear> from"
3512,"B: How can people not keep the tea tea dates or whatever you want to call them
A: Ya I've been very bu busy you know of late
B: No lah I'm teasing you uh
A: No [lah] but really I've been very busy too because my husband had got some clients down you know
B: Uhm uhm
A: They came and ship load actually <unclear> word </unclear> from
B: Did they stay over"
3513,"B: So how did April adjust to all this
A: Uh she found it quite fun actually since we brought her out with us you see
B: Oh ya
A: Ya so I think she kind of enjoyed it [lah] and then she sees ang-mo and all that kind of thing
B: Ya I'm sure
A: so ya to her it's all fun and game lah
B: Ya well actually okay lah"
3514,"B: Oh ya
A: Ya so I think she kind of enjoyed it lah and then she sees ang-mo and all that kind of thing
B: Ya I'm sure
A: so ya to her it's all fun and game [lah]
B: Ya well actually okay lah
B: Then treat it that you you provided her a lot of diversion what to do
A: Hi but I'm tired lah"
3515,"A: Ya so I think she kind of enjoyed it lah and then she sees ang-mo and all that kind of thing
B: Ya I'm sure
A: so ya to her it's all fun and game lah
B: Ya well actually okay [lah]
B: Then treat it that you you provided her a lot of diversion what to do
A: Hi but I'm tired lah
B: Ya lah that's why"
3516,"A: so ya to her it's all fun and game lah
B: Ya well actually okay lah
B: Then treat it that you you provided her a lot of diversion what to do
A: Hi but I'm tired [lah]
B: Ya lah that's why
A: I'm very tired and then it's it's it's not good because uh you bring them around and then you you invariably eat and eat and eat
B: Uhm"
3517,"B: Ya well actually okay lah
B: Then treat it that you you provided her a lot of diversion what to do
A: Hi but I'm tired lah
B: Ya [lah] that's why
A: I'm very tired and then it's it's it's not good because uh you bring them around and then you you invariably eat and eat and eat
B: Uhm
A: So yes I did put on weight"
3518,"B: Uhm
A: So yes I did put on weight
B: You know you know what was what look you can you can just got <unclear> word </unclear> and not had you know not not know the difference
A: Hah
B: Ya you are that kind that you know you don't
B: Really uh
A: You can go but no lah I put on you"
3519,"A: Hah
B: Ya you are that kind that you know you don't
B: Really uh
A: You can go but no [lah] I put on you
A: I've Marianne
B: Is that right
A: Yes"
3520,"A: No no
B: Because you never know what <unclear> word </unclear> moving could also entail a lot of
A: I kept asking Margaret about you
B: Yah
A: <unclear> word </unclear> how whether she's seeing you
B: Ah
A: say ya ya ya"
3521,"A: I kept asking Margaret about you
B: Yah
A: <unclear> word </unclear> how whether she's seeing you
B: Ah
A: say ya ya ya
B: How come you people meet up a lot more than than with me
A: Not really you know because I think the other day uhm Marion I think"
3522,"A: Not really you know because I think the other day uhm Marion I think
B: Uh huh
A: I think Marion and was talking to her or something like that
B: Ah uh
A: I was going out
B: Orh orh
A: So we know as usual when you come out from the lift and then suddenly shout"
3523,"A: So <unclear> word </unclear> just asking how how's everything you know
B: Ya ya ya
A: so she said okay then I said uh has she finished oh not quite also
B: Ah
A: So I said okay
B: That's why I was thinking ah you got to come over for my for my high tea
B: What what is this"
3524,"A: so she said okay then I said uh has she finished oh not quite also
B: Ah
A: So I said okay
B: That's why I was thinking [ah] you got to come over for my for my high tea
B: What what is this
A: Take high tea ah
A: Die uh"
3525,"A: So I said okay
B: That's why I was thinking ah you got to come over for my for my high tea
B: What what is this
A: Take high tea [ah]
A: Die uh
B: Mai uh
B: Okay lah uh nonya kweh and nuh mee siam or something like"
3526,"A: Take high tea ah
A: Die uh
B: Mai uh
B: Okay [lah] uh nonya kweh and nuh mee siam or something like
A: When are you what when are you going to do this
B: Anytime you are free what
A: Sure okay"
3527,"A: Because I I just spoke to her on the phone this morning you know
B: Uh huh
A: And nuh she said she was quite tied up
B: Ah
A: She was telling me next week probably we could meet up me and her
B: Ah
A: so I said 'A' ya alright"
3528,"A: And nuh she said she was quite tied up
B: Ah
A: She was telling me next week probably we could meet up me and her
B: Ah
A: so I said 'A' ya alright
A: That sound as a good idea
B: Ya good idea"
3529,"B: I'm
A: Where
B: I'm at a friend's office and this this friend was saying like hey you know
B: Ah I'm going to betray you now but no [lah] it's a joke
B: She was just saying that you know she's going she's a language specialist
A: Uh huh
B: And she says that I just want nuh record a conversation for uh Singaporean"
3530,"A: Two intellectual
B: <unclear> word </unclear> Ya I said
A: <unclear> word </unclear> he did he he or she didn't hit <unclear> word </unclear> nail on the head you know
B: So I said I said no [lah] come on you know but then I said [ah] never mind [lah] then she say
A: You tell him okay
B: Ya
A: My conversation at this point in time is far from being intellectual"
3531,"A: To see how we tick
B: Maybe or I don't know maybe you know like after all we we got a particular lingo and then she just want to to analyse it who cares
B: It's all anonymous and then
A: Hah
B: you tell her you tell her it's two market Ah Soh having a swing lah you know
A: Ah you hang on a minute
A: My my daughter is is playing <unclear> word </unclear>"
3532,"B: Maybe or I don't know maybe you know like after all we we got a particular lingo and then she just want to to analyse it who cares
B: It's all anonymous and then
A: Hah
B: you tell her you tell her it's two market Ah Soh having a swing [lah] you know
A: Ah you hang on a minute
A: My my daughter is is playing <unclear> word </unclear>
B: Ya go ahead"
3533,"B: It's all anonymous and then
A: Hah
B: you tell her you tell her it's two market Ah Soh having a swing lah you know
A: Ah you hang on a minute
A: My my daughter is is playing <unclear> word </unclear>
B: Ya go ahead
A: Beneath the blanket"
3534,"B: you tell her you tell her it's two market Ah Soh having a swing lah you know
A: Ah you hang on a minute
A: My my daughter is is playing <unclear> word </unclear>
B: Ya go ahead
A: Beneath the blanket
A: Aiyah she's yes clever girl
B: Ya <unclear> word </unclear>"
3535,"A: My my daughter is is playing <unclear> word </unclear>
B: Ya go ahead
A: Beneath the blanket
A: Aiyah she's yes clever girl
B: Ya <unclear> word </unclear>
A: And what about your daughter
A: Where's Bee Joo"
3536,"B: Ya <unclear> word </unclear>
A: And what about your daughter
A: Where's Bee Joo
B: Bee Joo hah
B: So today Bee Joo I go over to my mum
A: Ah
B: Left her there for a while and then I went off to have a nice lunch with some friends"
3537,"A: Where's Bee Joo
B: Bee Joo hah
B: So today Bee Joo I go over to my mum
A: Ah
B: Left her there for a while and then I went off to have a nice lunch with some friends
A: Uh huh
B: Must go and go and xiao a bit lah what to do"
